query,answer,image
Is Brandy Norwood's hair curly or straight?,straight,c8ad09d20a8f99526562a10359bdfb74
How many people are shown in Sang Doo! Let's Go to School?,four,e1bcc08a7f88ed44d03f37f796621c4f
Are there four characters on the poster for Diamond Lover?,yes,f6b11a5f03f97016b7d02b4032bed344
How many people's faces are displayed on the poster for Sketch (2018 TV series)?,four,fee4a0c0254b5846e8b6fd792ab4c984
What color is being used to show the deepest notes?,green,e67dc741da5e752509a5b2c78eea84ef
What facial expression does Charlie Puth have?,smile,195d66af95a1a0df57100eeaad9982a8
What is Ne-Yo wearing on his face?,sunglasses,3e15ebf70a4cc4398a2ed87dd4e3129b
Is the building where they played the 2001-02 UEFA Cup triangle shaped?,no,97498be4d2019592666adf21e4af230a
What color is the field shown in the photo of 2002–03 UEFA Cup?,green,3b5687cd441079819ab80e45293ae6a0
How many photos make up this collage of Portsmouth?,eight,4e75da140d8ee18817a6ad2bf36fcb41
How many different color uniforms are being worn here during the 2004 Green Bay Packers season?,two,3f7e0576e1cc32f747f3c80e8e9328bb
What item is on the 2004 Indianapolis Colts season helmet?,horseshoe,138ce5686bee6e396a2eafba884de959
Does Luke Perry have grey facial hair?,yes,efcc5fa1328e8742b13bbfccbcf2c232
Is Seville located along the water?,yes,0104fcb6f187a97b5cdd21cf1f41ab44
"Is there a snowman shown in this collage of Charleston, South Carolina?",no,147d4bc8d2a2bb0379e9f1263cbe47be
The shadow of what animal is present on The Omen poster?,dog,36413089260bded4abaeca951f32f174
What is this Pitcher holding in his right hand?,baseball,588b94d097bb4c7449d017bb67d0ffa1
What is surrounding the house in the logo Chesapeake Shores?,frame,7b4e31800bf90f3fcb2948e78914acfb
What color is the background of the title card for New Girl?,black,2659209d4248bf4b679907fbf576bcfc
what color are the shoes on all the cheerleaders in Bring It On (film)?,white,75ef8be820c448b5dec2d18e14bdd02c
What shape is Atlanta–Fulton County Stadium?,circle,73bb0f05e3896f0f73499684b88b8502
What sport is played in this stadium for the Miami Orange Bowl?,football,1a2939bf8c2992dd9da770a774a3b64e
How many people are in the Red Star Stadium?,none,2bc1c249663768b662cf5507940d2f46
What instruments are the members from Grizzly Bear (band) holding?,guitars,865a74fa84d5289107918a17e64955cd
What object is at the top of a Golden Globe Award?,globe,d92cf09e11d74f9c2e24c05d625c8ae2
How many people are on the poster advertising Judge John Deed?,two,e1833999ee712ba537b52a85d02a36b4
Is the background for Always and Everyone clear or blurry?,blurry,58c2fcdb4a802046567ed1f470d7f6c8
"What can be seen in the sky here over Austin, Texas?",clouds,28db7ebff367984805432e69da25c280
Which part of the day is on a top right picture of Johannesburg?,night,8d1ad06d3f5209c4e8ebab52b443dbf8
What shape is the Oldsmobile logo?,rectangle,8412e97a71a0509d0bd56fb6631005f1
What shapes are above the logo on Lionel Messi's shirt?,stars,be7a87387da9733e2ac502169bd88308
What athletic brand logo is on Cristiano Ronaldo's jersey?,nike,15a4b2250c67c910eeaf776f08b08bc8
What symbol is in the upper left of the FC Barcelona logo?,cross,ad20afe31bcbfb2836998dbfa0ddbfa6
How many night shots are in this collage of Tokyo?,two,f63228fa891acc3142e97c778aa1f600
What color is the jacket Jay-Z is wearing?,black,7fc7cc227609bc51a14202c9236c88e7
how many people are on the poster of I Know What You Did Last Summer,4,c8631a0c16f6b74626269498f0cce1fe
How many people are on the Inspector Gadget (film) poster?,two,e884614f92e4274046a3d5b43ee77603
Is Alan Jones talking to a man or a woman?,man,1004ac025f65c6975ee0d4d52082a5c5
What sport does Tony Longhurst participate in with this vehicle?,nascar,7c9f3c90858cae1475486071d5607285
Does Bob Bryan play Tennis?,yes,b5f6ddd703539a018210051711e2d397
What is Mike Bryan wearing on his right wrist?,wristband,5b7ba60def2e8064316a28fd67b503d8
What sport does David Ferrer play?,tennis,f6b033b9422406514eaf9cdea7c6e4d2
What is the dominant hand of Andy Murray?,right,db44e12c5043127259bd8b8987217e8d
What is the woman on the 102 Dalmatians poster holding?,umbrella,4fc83bb59563f3e3563cd0ba0bc7952f
Is Roger Federer raising his right or left arm straight up in the air?,left,bbe3fb29732649f55774d833c9d431f5
How many posts are sticking out of the water near West Pier?,four,3de746aa23b09a5a39d5500e5fed01e3
Where is Brighton pier located?,sea,f98c4b4c68ddf7478569ebaffc72cde6
In which hand does Mahesh Bhupathi holds a tennis racket?,right,b15a766089eafe6145e373b1bacfa948
What is the woman wearing on her body in this poster of Roger Dodger (film)?,skirt,832e09e0fb901c1d6bced49a853b3cfd
Is the water clear or murky in this photo from Blood Diamond?,murky,e833799035ff0653b3624f07b890a608
What is the man standing on in Yes Man (film)?,grass,af8ebac29097b1d8b14df5c4c72b646a
How many women of The Three Degrees have an afro?,1,5a5fc5e4b83c419fcbdd316db4a1a30a
The logo for Collectables Records shows a red what in the background?,phonograph,40fe26ed275339839a26228866bdf018
What is above the soccer ball in the Southampton F.C. logo?,halo,9ac8a39185a2a7aa8d90c9fcff528a3e
What is John Edward Gray wearing on his face?,glasses,c325476c4951ed3d5289a3b340ff619a
What is the color of the logo for Weightlifting at the 2016 Summer Olympics?,blue,9ab281b856680ad5ba60e84b7cabee81
What object is the NAC Breda logo shaped like?,shield,525c69a5b0b7ef87c24bf2707b429375
What kind of wall is behind Mickey Wright?,brick,1957fa55d26e4a0ca40598c86d2775c6
How many people are wearing ties on the How I Met Your Mother poster?,one,08f3a8eb12378a9d90d7c567afe3e3c3
What type of animal is depicted on the Atletico Madrid flag?,bear,5b2d30b7a13ff697030dde9488b0a88a
What kind of skates is the penguin wearing in the Pittsburgh Penguins logo?,ice,380fc9458c91710de4df7312be9a39d4
How many photos are in this collage of Jakarta?,eight,d0d06f227e09929532e3ab763af57b4c
Is there a game in progress in this photo of Sydney Football Stadium?,yes,175433fea9a12270de52e2b940e9a7fa
How many lights are on behind Michelle Connor?,two,fdc4fa29fdff44e7460d4f79e01587f6
What round object is in the logo for Moss FK?,ball,62ad79ac888265d8723fa4c5b242190a
What sport is being played in this Exhibition game?,soccer,012d5f7145f087a706202fc56f05facc
What color hair does Claudia Joy Holden have?,brown,c033ef125e48eb0ce4f8012968c9422e
What is the winner of the Filmfare Lifetime Achievement Award wearing in her ears?,earrings,5369a7f8f1ba2414a040ae9964d2643d
What is this candidate for Filmfare Award for Best Supporting Actress wearing around her neck?,necklace,7301709753e558b1e07711a10549333d
How many people are in the Anuraag (1972 film) poster?,two,c72b80bb06feea47badd6427dcd11954
Is Donald McKay wearing a vest beneath his jacket?,yes,95a8a6c32e197b97d517df2181407d74
What sport is played in the stadium shown in the lower left of this collage of St Louis?,baseball,b1ca078d020c3ed9d6360b50da490dd5
What film related object appears at the bottom of the Drama City poster?,reel,46ab1a60438aff125240b97e20f63bc3
How many different shades of green can be seen on the Sydney Football Stadium field?,two,175433fea9a12270de52e2b940e9a7fa
What shpae is the roof of the building on the lower left in Oslo?,triangular,38323c3775fd78c157c8058a82aa7b43
What color is the Golden Globe Award?,gold,d92cf09e11d74f9c2e24c05d625c8ae2
"Considering the Screen Actors Guild Award, what is the statue holding in it's hands?",masks,4b4874b71511ec081e5d3eb0d3547571
Is the statue featured in this collage of Dublin a man or woman?,man,20753dd86d2fa870fd4352cc8fec3cd8
What are the Broad City ladies sitting on?,chairs,74400632c887f51bd6e7142d374b4e78
How many earrings is Kate Mara wearing in her left ear?,two,9236ff4ef9e1611603da6d9a64666791
What is the main color of the Mass spectrometry machine?,white,1d762993c05b14ec6592ff01ff1ce45d
Does the Saving Hope title screen show the inside of a building?,yes,e2024537f3ed1bd7b574af483096bc12
What geological feature can be seen in the background of Seattle?,mountain,1d99f2e2d1888e6d93cd44a50b5e81d6
What type of body of water is flowing through Berlin?,canal,9a4a1da13c983c71590435399e94432e
What is docked in the water in this photo of Potsdam?,boat,f147de608aef0344bc592de303627d4d
Is there a bridge in this collage of Dusseldorf?,yes,9de4b17dee13f58bfb7c7aa88f62d6c5
What color is the background of Midsomer Murders poster?,black,d71b16c10c5956cb8f40be64a4838499
What pattern is on the shirt Lionel Messi is wearing?,stripes,be7a87387da9733e2ac502169bd88308
What color is used to highlight Malayalam on the map?,blue,663b08b312f5c05bea76339938291748
What color is the Canadian Screen Awards trophy,gold,7bc453c462e706ee16651670848ee405
What color is Chris Amon's hair?,brown,a86a60142170659baf762e2079cc3d77
Is Dan Gurney smiling?,no,ca8f56513ed86e598ae54ba26320086c
What type of facial hair does Graham Hill have here?,moustache,dc66961601133f0b26f44d0f69bada1c
What is Peter Revson wearing on his head?,helmet,406162629298c626e0070fa076ad3bbd
Is this a modern or historic photo of Masten Gregory?,historic,249f8269d9ada7fe51be69eff8283d38
What symbol is the logo of Jane The Virgin trying to represent?,sun,acb1f2cc144c5fdea691acc9f03f20bf
Does the Doctors (2000 TV series) take place in a city with high rise buildings?,yes,b01b873a6dc08e03e5a49eb290987c88
"Judging from this collage, is Campinas a rural or urban area?",urban,2261d61e92eb0916bb0afde54c4d40af
What position is this mans right leg in during Weightlifting at the 2012 Summer Olympics?,bent,285e618219991a8b2578102923b1f52a
What piece of furniture is located to the left of Cale Yarborough?,chair,75b8b9fe62a857c57f6ca832b6604f1b
What is Richard Petty wearing on his head?,hat,9f02b3c432f0114f2bc26cd2ef819be9
Is Darrel Waltrip smiling?,yes,904f9ee7b508432f9ba6f433b4a5b641
How many people are on the Tin Cup poster?,two,8a01b323ae2145074db10491bfec3de2
What type of ball is featured on the Southampton F.C. logo?,soccer,9ac8a39185a2a7aa8d90c9fcff528a3e
What is the Leeds United F.C. logo in the shape of?,shield,96f41fafd6b199cd218d720b12e11158
How many dragons are on the Carlisle United F.C. badge?,two,39e78bd89f117a5f21a0d11fb85366b8
"What does this man in Hello, Larry have around his head?",headphones,7ef34bc11c860ae589607174d45ebd14
How many boats are at the end of the dock in this advertisement for Cocoon (film)?,one,c21afe123e3d524201a916b9711a2496
What color is the dress Sarah Brightman is wearing?,white,4503886c454318d4b86515a13ec833d0
What main color is the tower in the center of this image of Taipei?,blue,632ea110be92836441adfb3167edf8ff
Are the stripes in the upper right of the FC Barcelona logo vertical or horizontal?,vertical,ad20afe31bcbfb2836998dbfa0ddbfa6
Where is the scenery for Home and Away taken?,beach,3bf5208118cfdf42e939cd414eef192b
Is Josh Barrett (Home and Away) wearing something around his neck?,yes,38946df961ca9b876db3cd419bd0b67e
What color are the gentlemans shoes on Twelfth Night?,black,8d65d56091cc13f16fe1043745198994
What is Olivia (Twelfth Night) holding over her head?,veil,57edbef400cf3f25d1b30366e6dfbed4
What is the round object on the poster of Hank Zipzer (TV Series)?,globe,eac109f9fd9202c127f83291c0dd9fb7
What is the instrument displayed in the logo for Classic Brit Awards?,violin,23b54290c6c2b46ed89e3237bd603594
How many people sit in a bobsled in Cool Runnings?,four,6cea0791d1b58ed5d8eda9dda60ebcd8
What apparatus is featured over the water in this collage of London?,bridge,edda61d6ace989ed6a5aa01af7ffcd32
What shape is in yellow on the Virtus Pallacanestro Bologna logo?,star,f7a5c51327bf618af7f0df7299fc0798
What gray substance is in the background in this poster for Quantum of Solace?,smoke,c18ecd55ff75875eb2e498f6093ef751
What is Andrew Lloyd Webber speaking into?,microphone,f914cb31694774008c67190c8e78d5fe
What is Johann Sebastian Bach wearing on his head?,wig,e7131007c33fe496624f9e8b3a057272
What is Tatiana Tarasova wearing around her neck?,scarf,08cbddd829e14a6facefd244f3654dfa
What is the color of the background for the New Girl logo?,black,2659209d4248bf4b679907fbf576bcfc
Is the logo for Black Mirror purple?,no,32c4c835f094cbad9f3f24d26bb5425b
What color are the boots worn by Hank Hall?,red,0c0b1a0ae1ef0c75528a3f01348a6426
What type of ball is featured on the FC Barcelona logo?,soccer,ad20afe31bcbfb2836998dbfa0ddbfa6
What is Catalina Saavedra holding in her hand?,microphone,fa8dadbebf089dad85264b5997e317e8
How many purses are on the cover of Wild Child (film)?,one,ca6632513301dbf690f993ea5b2b2e30
What is Tina Turner holding in her right hand?,microphone,ddd6468b84a22868e6df6175abd655dd
Is All My Children written in silver or gold?,silver,a1430d2974c2efabc77a524fe048960c
Is the background red in the logo for The Bill?,no,37f99741195ab2045e7b135d488d4be9
What is the wall pattern behind P. Susheela?,checkered,66eb4368e9ce2866d826f0a388113c90
What is on the face of K.J. Yesudas?,eyeglasses,17dd5c2897c622a18a1ffc6110c85e2f
"In the Home and Away poster, what can be seen in the sand besides people?",footprints,3bf5208118cfdf42e939cd414eef192b
How many buttons are visible on Lady Gaga's jacket?,two,c0b54476aeb0ad69aae3a3a07c5b0972
What are hanging around Richard Dreyfuss's neck?,glasses,e0dcb574e723b5ffdeb75fe994d746d3
How many members are in the group Outlawz?,six,c163679fd6dcdb58444ac783d47f1b3c
What color is the scripted writing in Knots Landing?,black,5f058664682b34a97f80b18a51d6e161
What is the background color for The Bold and the Beautiful poster?,purple,3a702e422f184e8ec478a8f429e66bbe
What object is seen in the center of the Days of Our Lives poster?,hourglass,02e80d4acbc03c25592eeae21054713d
Are the train tracks occupied or empty in this photo of Bricktown station?,empty,fad4064b21dd08b4e60b266b5fe82287
What kind of object is crossed out in the sign on the pillar in the left side of Joe Louis Arena station?,cigarette,7270e3551f586792327493500aad5b73
What is the main background color on this advertisement for EastEnders?,green,d5d70a97210f6408851bc4201050ee58
What type of flag is seen behind the man in the Space Race TV series) poster?,american,e9b3b8ec2bb2214024d2ea8ff1114072
Is Debora Lyra smiling?,yes,e0d91b31189ffd89026f2567d177b789
What color hair does Babi Rossi have?,blonde,198a3f26b930a1b6e62b00daba708355
What color are the shoelaces of the Menudo (band) member wearing a blue shirt?,red,12a27b2a8f7064083e743c4f82f6ce32
What is the journalist holding in her hand?,microphone,003cfd2f506d1f54045a147ff0d9db89
What is the first name of this Television presenter?,oprah,73195bf6e7a3cbc79871b7509a2b903b
What is in the sky over Jundiaí?,clouds,e475cb20d7f64fbb5fc10b7bf51555f3
How many photos in this collage of Rio de Janeiro feature water?,three,4dcad69cdbc6d6787bda154aaa4830ff
How many photos make up this collage of Belo Horizonte?,six,c056a19afcdd1c8b5bc32b9e2c601c97
How many feet is the penguin standing on in the Pittsburgh Penguins logo?,one,380fc9458c91710de4df7312be9a39d4
What pattern is on the shirt Mike Hakkinen is wearing?,checkered,1e3157b08fa48789a2f56c4c51785efe
Does David Coulthard look happy in this photo?,yes,9d376cf736a06e30c233af135eea09a5
What emotion is Damon Hill experiencing?,happiness,1c7705adfb9529b0c1bbb0596fa4235d
What length is Heinz-Harald Frentzen's facial hair?,stubble,a2d60ad86557959e71ad98385859aa9b
What color are the eyes of Jacques Villeneuve?,blue,4e008a4042230cd1cad2641f0e9d1cd2
What color jacket is Fiancarlo Fisichella wearing?,red,9143e4365e48a9e0d50481397d26ff56
What is Alexander Wurz wearing on his head?,hat,83b5a3499fb7748e74f75676afc08daa
What is Johnny Herbert holding?,microphone,88bf3c55235f79bdddf2997743be1f10
What color is the collar of the jacket Olivier Panis is wearing?,red,d2b9461f3bf132428b535c888fb2f350
What type of jacket is Jarno Trulli wearing?,suit,656bc98751a2cd79a3147eccf2038289
What color is Toranosuke Takagi's hair?,black,fbb9824c2944bbc4b9f1200f8274e296
Does Rubens Barrichello look happy or mad in this photo?,mad,78f8edaf0f34ba9bbec9a59f4f145b90
What is Jos Verstappen wearing that zips up?,jacket,a2a0820aee9a08f4361d1f77b7429863
How is Mika Salo feeling?,happy,715cbebb50a532bdf46cf47c50782ccd
What is on the head of Ralf Schumacher?,cap,8d90705617c58e48ea0d4e616ed7eecb
What shape does the Prost Grand Prix logo make up?,oval,9d5f4a40634de64c0e44c6b95387ab1e
The crosswalks in Jeddah are painted white and what other color?,red,d5c70f29a986389f662f49a1673e86e5
How many different colors are on the flag for the United Kingdom?,three,bc266f5403a237eb29cd2d3a12f8e837
What is in the sky above the building in Downton Abbey?,clouds,c061f9c98e0dc404c62931399de495c7
On which wrist is Anna Smith (tennis) wearing a bracelet?,right,342d42ae5ad93f87685d32d7e39ef79c
What is in the center of the blue section of the Lensahn logo?,antlers,34d5ce68dc9252e1246f2ad440f5fe2d
Does Lake Garda have mountains on one of its shores?,yes,0248335a24115c4cd652567212310f45
What shape is seen in orange near the center of the Doctors (2000 TV series) screen?,circle,b01b873a6dc08e03e5a49eb290987c88
What color is the background of Make It or Break It,black,8c5364fda0e3e078e6c56cddfc24777b
What color are the pants worn by Matthew Walker (English cricketer)?,blue,46cda66d632c831da4e784e08fddd6e7
What animal is being ridden here with Barry Geraghty?,horse,7b36cf429373f0e91c6a009495349e8a
How many photos make up this collage of Melbourne?,six,b1e3471501fed319044afd363afc295a
How many ice hockey players are on the ice in this photo?,eight,85856853286b86bc98841ffc322e63f1
What type of head covering is shown on the flag for Queensland?,crown,f6909224eb6c005422b55367e78a299c
Are there islands in this photo of Desolation Sound?,yes,66a44b1c3055492ff29cd72f2190ad4f
Were any games in the 2006 NFL season played in the snow?,yes,3f69cd396566b100b8245c5e3ddf021d
What is the pattern behind the text in Wizards of Waverly Place,bricks,9b58cd135434cf7031f03c19cad86014
What is floating in the sky at the bottom of The Shannara Chronicles?,clouds,f5784a2ce19297b2482e7568f119d9a2
What is the primary object in the background of the Days of Our Lives title card?,hourglass,02e80d4acbc03c25592eeae21054713d
What animal is shown on the cover of Grand Theft Auto V?,dog,9b79c45edb6b5e084089c9c11d79ca02
What type of material are they standing on in Home and Away?,sand,3bf5208118cfdf42e939cd414eef192b
What is the background color for this poster of Gosford Park?,red,4720e16377b376bf91996001823ab5bf
What color is the background of the Upstairs Downstairs (2010 TV series) poster?,black,ebd8485f478607b0a8f79a032eb44fb3
Does the logo for the British Academy of Film and Television Arts show a head or full body?,head,4efc7b18f9343f27a928b91428f01b9a
What planet is featured on the Golden Globe Award?,earth,d92cf09e11d74f9c2e24c05d625c8ae2
What color are the seats in the lower half of the stands in this photo of the 2001 NFL season?,blue,554dbe806142b6a5bbd097b2f2451eea
Is the dress worn by The Good Person of Szechwan multicolored?,yes,b8d9a638190849ee99acc4c600440133
What hand does Hamlet have on his head?,right,88c8ab11442407a2f109479cf90a2aed
How many people are pictured in the Twelfth Night drawing?,three,8d65d56091cc13f16fe1043745198994
What is Chelsea doing with her mouth on the cover of Chelsea Lately?,smiling,43f92ac79aaacfc3f3edfbece6891924
Is everyone in the picture a part of the National Hockey League All-Star Game?,no,1809fb2fcd8db565a75f9c6ec1fd6cb9
What color us the ferry going around the Sydney Opera House?,yellow,ce831ffe225f7199749f4a689f128be1
What is in the distance past the outskirts of Annemasse?,mountains,2474d919f95822fe10236ab6f78b838d
What type of hat is Lee Westwood wearing?,visor,336a196c8054916b12d3a9880aa7c6b5
What color is Aaron Baddeley's cap?,white,73f22b4b3f025cc00146f73eb596a789
What does this player from the 2013 NFL season have on his right arm?,tattoo,194c57196f762e916c790469e5b0abba
Did this man wear a tie during the 2016 NFL season?,yes,1c7e8ec5983003dacd256feebd809d98
Do both of the uniform options from the 2017 Oakland Raiders season require gray pants?,yes,68c698a2756a4faa4567deaab6b602eb
How many uniforms are associated with the 2018 Arizona Cardinals season?,three,6bc707beaac79c809eaea13328472f45
What is this Tennis athlete wearing around his head?,headband,fbbe88820de6a54597b1f278ff75316d
Are the stands completely filled with fans in this photo of the 1999 NFL season?,yes,4e13d6f96d479400abde4c6eba6839d3
Are there fans in the stands in this photo from the 2001 NFL season,yes,554dbe806142b6a5bbd097b2f2451eea
How many peolple are shown here in this picture for the 2003 NFL season?,three,a26a3a974c0f04d04db68f0f15f1fa0d
What is covering the ground of the 2006 NFL season?,snow,3f69cd396566b100b8245c5e3ddf021d
What is the man in the ticket from the 1985 Denver Broncos season doing with the football?,throwing,82149c7eded8434fdcf3ebabae841a5a
What is on the top of the Golden Globe Award?,globe,d92cf09e11d74f9c2e24c05d625c8ae2
What is on the earlobe of Golden Globe Award for New Star of the Year- Actress?,earring,fee7b0f95f387630e2dbba24cb9b9969
What is the color of the inverted triangle of the Pittsburgh Penguins logo?,orange,380fc9458c91710de4df7312be9a39d4
What is the American football player in blue holding?,football,8cb9a728b0f8c8497100ecdeb171af52
What sport is featured in this photo collage of Pittsburgh?,baseball,74c925babb2c2f14183c498b8a6e123a
"Are the cars parked in the streets of California, Pennsylvania?",yes,e9fe45d64ae1c98b035e4f8f712c1f1a
What is on the right side of Janet Jackson's face?,mic,6c0ec3f2e60ffdd2ee3db00f15e82b6e
What does Pharrell Williams have on his head?,cap,b47d540f92f581f7595cfdd552522952
"In this photo, does Jay-Z have a buzz or an afro hairstyle?",buzz,7fc7cc227609bc51a14202c9236c88e7
What structures are located left and right of the entrance to the venue for season of 2006–07 in English football?,ramps,405d53eff299be08d298e48fbfae2a75
What kind of a bolt is the character holding in the Melbourne Storm logo?,lightning,b5fafc9de980037c99a86c0855730a93
What color is the Young Artist Award?,gold,4dc9a266ce709b4c805e7d3543ba9d42
What shape is hidden in the logo of Ghost Whisperer?,moon,76c1c0d615286b2f512effca8bf67de4
How many photos make up this collage of Dublin?,six,20753dd86d2fa870fd4352cc8fec3cd8
What figure appears in the British Academy of Film and Television Arts logo?,head,4efc7b18f9343f27a928b91428f01b9a
What country is featured in this diagram for the 2008-09 Ligue 2?,spain,1762540a67454b47acb4c4b1e8421c61
How many different pictures of Copenhagen are seen here?,four,f4b3caeb787706d2ad5e2fa8ead5c564
What is the color of the sky in all of these pictures of Dublin?,blue,20753dd86d2fa870fd4352cc8fec3cd8
Does Roger Federer have white shoes on his feet?,yes,bbe3fb29732649f55774d833c9d431f5
What color is at the end of the sleeves on David Ferrer?,white,f6b033b9422406514eaf9cdea7c6e4d2
What kind of racket is Máximo González holding in his hands?,tennis,e4c3381bc9f3f7fbcb24540f26819739
What position is Hamlet in?,sitting,88c8ab11442407a2f109479cf90a2aed
How many men are displayed here on The Odd Couple (1970 TV series)?,two,2a62afb17d1609bdfec44ef6446cc443
How many men are in the Gunsmoke picture,three,8b08f70568851cb7fa7a6438c1d6ffd8
What gender is the person in this picture of Ik ben verliefd (Sha-la-lie)?,female,32c84ebbd69bfc46b1afb839a7a6bdcd
What color is the background in Grounded for Life?,black,04f579c8794da17d236071d58cab7f4c
What color is the background of the The Vampire Diaries title screen?,black,248ed349c0ddf0263b1cdd9ea96c44a8
What color is the majority of the logo in Rise of the Teenage Mutant Ninja Turtles?,green,3ce7d5b66259938f38ac763da3277302
What kind of racket is Ruben Ramirez Hidalgo holding?,tennis,29e399e2ef0475aba35057d90f24f6e5
Is Yeh Rishta Kya Kehlata Hai an English show?,no,bbf15f028a057551beda7b4a6b49e0a9
Who is Mann Kee Awaaz Pratigya holding?,child,423c6727cbcd26882c7534266e7476fc
What is in the background of a poster for TV series Mare?,sea,450ae40acbd41bbf2755b1726ea32533
What color hair does Stacey Sutton have?,blonde,b0a6b9576c76bc42c35e758088eb37a4
What instrument does Zak Starkey play.,drums,b43b3071d38cf0b5583b88039b1845dc
Is The Notorious B.I.G. standing on a bridge?,no,a366916575c8f018a948555dbbdc12be
What color is the jacket on Monica Seles?,black,7d7e4f56a0a4c949be6efc927ca2759c
What is on the  knee of Tathiana Garbin?,tape,d0f07ed1ac9dfdf72c79c5d9e42be6c7
Is Lubomira Bacheva wearing a crown?,no,137cfab12e2f88da179f2838ef58de4a
What is Conchita Martínez wearing on her head?,headband,c59a9435d6c2a4b2b995cb7568334af2
How many people are on this advertisement for How I Met Your Mother?,four,08f3a8eb12378a9d90d7c567afe3e3c3
What color is the logo for Parks and Recreation?,green,2009222be2d2a677d5dad852353ccdf0
How many red stripes are on the flag for the United States?,seven,4c6e0c8d6b9223bd435809e52eecd008
How many red stripes does Canada's flag have?,two,a648b2cd489eef91c53d7f48b2733c57
"Is the red stripe on the left, center, or right side for the flag of France?",right,ea1931a82ce6ef7a1a2ff6b7471ee3aa
Is there a shining light in this picture for Murdoch Mysteries?,yes,00551d892cf01ae1a4869465904be9ab
What color is the field in the photo for 1995 Cincinnati Reds season?,green,9b7d3b7d4efe00e2b780c458e682da15
What is Snoop Dogg holding in his right hand?,mic,e5c0cf9e4066c26a5affcb012073b12d
What object goes over the water in this picture of Mostar?,bridge,9a246b760cde182efeafb692a1e4b62d
"What can be seen beyond the waters of Bol, Croatia?",mountains,b192818a9816e7eb025cda5d21a6a80c
Which side of the rectangular goal is a triangular shaped goal situated in the venue for the 1997–98 UEFA Champions League?,left,f08b9b83e4771dd832a00227b3adcd1c
What shape is the Riverfront Stadium?,round,720d1887d80c4493e7046f416b98ca15
What game is being played at Los Angeles Memorial Coliseum?,football,6ebeaf6b68a9644bac3b4e4bd4fd0f34
In what shape was Atlanta-Fulton County Stadium built?,circle,73bb0f05e3896f0f73499684b88b8502
What color is the background of the logo for Switched at Birth (TV series)?,no,5a8d85906eb55d25d5af7b0534a1adcb
What color is the background behind the text of The Bold and the Beautiful?,purple,3a702e422f184e8ec478a8f429e66bbe
What kind of tower is featured in this photo collage of London?,clock,edda61d6ace989ed6a5aa01af7ffcd32
How many doors does the Alfa Romeo 8C have?,2,1f24b0d52055b29bb99c99de0f2d4579
How many photos make up this collage of Olinda?,eight,b630c1aed6c3694d2ecb86d6f64f9088
"How many different photos of Birmingham, Alabama are shown?",six,0586dbb6d2cb8e31d995954f0a407293
Is Meredith McGrath's mouth open or closed?,open,6aa2f097517fb34f2f5194814d81640c
What kind of aircrafts are shown in this advertisement for M*A*S*H (TV series)?,helicopters,e9c35c743a85ca59120fbdb178a1d425
Does the Screen Actors Guild Award display a man or a woman?,man,4b4874b71511ec081e5d3eb0d3547571
What are peeking out from in between fingers on this advertisement for Malcolm in the Middle?,eyes,dc4066f1ab7382c5faa1c66fbd103f8d
Was this photo from the 1984 San Francisco 49ers season taken during the day or night?,night,0f0f213b9d5d80f145f8265abac46c8c
How many different teams logos are displayed in this photo of Milwaukee County Stadium?,nine,05f9e9799dd23dcbdf5b8776c1c70e68
What is Scarface (rapper) holding?,microphone,92044b79a1d51334a6a189a43e717fa3
Does Jadakiss have a shaved head?,yes,ca7355a8f285a80991cb45b40631a522
Is the photo of The Hollies modernized?,no,c32f9be033515f1184e0db97a4e106e1
How many cigarettes does Carole King have in her mouth?,none,a62ef7bc71bef90b2a21b942629397cc
How many photos make up this collage of Mexico City?,ten,6ee95a982fd54b80802dee121a6ce889
What type of wheel is shown by the river in this image of Chicago?,ferris,3322e5824cfbc40968ca24e289486d6c
What kind of trees are lining the water in this image of Los Angeles?,palm,e5585615464800f8d4f0ce2d6daf203b
What type of granular material do runners land on in the Long jump?,sand,f0ab760fcaff6c2200c35ba72a46dddc
What time of day is it in this picture of Oslo?,daytime,38323c3775fd78c157c8058a82aa7b43
What is Aretha Franklin wearing on her wrist?,bracelet,d2b01c24ddf005cbb2709d6bf0682d95
What is the sparkles on Adele top?,sequin,7ff0905e0c4242160ec3c40b59a2b487
What is on the man's head on the cover of We Were Soldiers?,helmet,b2719c5829828c17c29a421cc3c6e741
What structure is in the middle of the ground floor of Aventura Mall?,fountain,e392b28bc66f500ad7346814a10bb8bf
How many pictures are on this collage of Miami?,nine,38b948ca59052476dd458a6f706245fe
What type of wheel is next to the river in Chicago?,ferris,3322e5824cfbc40968ca24e289486d6c
How many columns are visible in the structure in the top left corner of Saltillo?,six,20b2a641c06d15bb38e08ce1b42a3e9b
What type of structure is in the bottom right of New York City?,bridge,bbc66fb789c0c669715df33c27868c96
How many characters are seen on the poster for Slumdog Millionaire?,two,6eaff02e7a4e8da95cd67e4021d98c6d
What color is the line in the Team Penske logo?,red,11c28aa0322ee20503607f182afb266e
What color are the man's pants in The Book of Mormon (musical) logo?,black,c2abc6f612b397e8b19c4501f4595c70
What color is the logo for Teenage Mutant Ninja Turtles (2014 film)?,green,6bc7e95ab3c594cfc49fd321e58fae49
Is Lionel Messi's shirt striped or checkered?,striped,be7a87387da9733e2ac502169bd88308
